DEB_TIME_HOUR,adjuster_hourly_rides
9,0.6910873858664682
10,1.259111826452167
11,1.384398940292613
12,1.3684952394483443
13,1.3696107878726251
14,1.369343753850868
15,1.3633767345160828
16,1.3173024938768862
17,1.168626886800499
18,1.0041641947435906
19,0.7603052815992759
20,0.4856492280014756
21,0.31914615886341935
22,0.1393810878156847
