hour,adjuster
9,0.5898901098901098
10,0.7184615384615384
11,0.8484615384615384
12,0.9627472527472527
13,1.0256043956043954
14,1.0641758241758241
15,1.0856043956043955
16,1.1184615384615384
17,1.1713186813186813
18,1.2256043956043956
19,1.207032967032967
20,1.0870329670329668
21,0.8956043956043955
22,0.953032967032967
