hour_adjusted,adjuster
9,1.5285714285714285
10,1.1114285714285714
11,1.0514285714285714
12,1.0057142857142858
13,0.98
14,0.9685714285714285
15,0.9542857142857143
16,0.9528571428571428
17,0.9385714285714286
18,0.9314285714285715
19,0.9271428571428572
20,0.93
21,0.8957142857142857
22,0.8242857142857143
