hour,adjuster
9,0.10013180268558541
10,0.28941301943922193
11,0.8452191847734195
12,0.8627370368816504
13,0.47686715070700914
14,0.2397297574868078
15,0.2019712781954599
16,0.33283498755762486
17,1.1582338576984217
18,3.482398187868262
19,3.4568017846539445
20,1.3703866384321775
21,0.784864242788671
22,0.3984110708317459
