name,year,attendee_count
Splish Splash,2017,513000
Splish Splash,2016,513000
Wet'n'wild Splashtown,2017,476000
Wet'n'wild Splashtown,2016,501000
Wet'n'wild Splashtown,2015,501000
Wet'n'wild Splashtown,2014,497000
Wet N' Wild,2017,467000
Wet N' Wild,2016,481000
Wet N' Wild,2015,481000
Wet N' Wild,2014,467000
Wet N' Wild,2013,472000
Camelbeach,2017,424000
Camelbeach,2016,437000
Camelbeach,2015,437000
Camelbeach,2014,334000
Camelbeach,2012,367000
Dollywood's Splash Country,2017,424000
Dollywood's Splash Country,2016,416000
Dollywood's Splash Country,2015,416000
Dollywood's Splash Country,2014,408000
Dollywood's Splash Country,2013,400000
Typhoon Texas,2017,418000
Typhoon Texas,2016,440000
Typhoon Texas,2015,0
Cedar Point Shores,2017,412000
Cedar Point Shores,2016,392000
Knott's Soak City Usa,2017,399000
Knott's Soak City Usa,2016,391000
Knott's Soak City Usa,2013,368000
Knott's Soak City Usa,2012,350000
Wet 'n Wild Emerald Pointe,2017,398000
Wet 'n Wild Emerald Pointe,2016,398000
Thermas Dos Laranjais,2017,2007000
Thermas Dos Laranjais,2016,1959000
Thermas Dos Laranjais,2015,1761000
Thermas Dos Laranjais,2014,1939000
Thermas Dos Laranjais,2013,1650000
Thermas Dos Laranjais,2012,1300000
Bahamas Aquaventure Water Park,2017,1831000
Bahamas Aquaventure Water Park,2016,1868000
Bahamas Aquaventure Water Park,2015,1868000
Bahamas Aquaventure Water Park,2014,1850000
Bahamas Aquaventure Water Park,2013,450000
Hot Park Rio Quente,2017,1481000
Hot Park Rio Quente,2016,1381000
Hot Park Rio Quente,2015,1288000
Hot Park Rio Quente,2014,1288000
Hot Park Rio Quente,2013,1284000
Beach Park,2017,1028000
Beach Park,2016,1044000
Beach Park,2015,970000
Beach Park,2014,949000
Beach Park,2013,964000
Beach Park,2012,843000
Piscilago,2017,989000
Piscilago,2016,970000
Piscilago,2015,1007000
Piscilago,2014,1018000
Piscilago,2013,1035000
Piscilago,2012,1033000
Parque Acuatico Xocomil,2017,827000
Parque Acuatico Xocomil,2016,838000
Parque Acuatico Xocomil,2015,940000
Parque Acuatico Xocomil,2014,767000
Parque Acuatico Xocomil,2013,786000
Parque Acuatico El Rollo,2017,530000
Parque Acuatico El Rollo,2016,520000
Parque Acuatico El Rollo,2015,510000
Parque Acuatico El Rollo,2014,470000
Parque Acuatico El Rollo,2013,300000
Wet 'n Wild Sao Paulo,2017,476000
Wet 'n Wild Sao Paulo,2016,486000
Wet 'n Wild Sao Paulo,2015,496000
Wet 'n Wild Sao Paulo,2014,496000
Wet 'n Wild Sao Paulo,2013,395000
Thermas Water Park,2017,392000
Thermas Water Park,2016,330000
Thermas Water Park,2015,255000
Rio Water Planet,2017,372000
Rio Water Planet,2016,392000
Rio Water Planet,2015,400000
Rio Water Planet,2014,400000
Rio Water Planet,2013,350000
Chimelong Ocean Kingdom,2023,12520000
Chimelong Ocean Kingdom,2022,4400000
Chimelong Ocean Kingdom,2021,7452000
Chimelong Ocean Kingdom,2020,4797000
Chimelong Ocean Kingdom,2019,11736000
Chimelong Ocean Kingdom,2018,10830000
Chimelong Ocean Kingdom,2017,9788000
Chimelong Ocean Kingdom,2016,8474000
Chimelong Ocean Kingdom,2015,7486000
Chimelong Ocean Kingdom,2014,5504000
Chimelong Ocean Kingdom,2013,11
Lotte World,2017,6714000
Lotte World,2016,8150000
Lotte World,2015,7310000
Lotte World,2014,7606000
Lotte World,2013,7400000
Lotte World,2012,6383000
Everland,2023,5880000
Everland,2022,5770000
Everland,2021,3710000
Everland,2020,2760000
Everland,2019,6606000
Everland,2018,5850000
Everland,2017,6310000
Everland,2016,6970000
Everland,2015,7423000
Everland,2014,7381000
Everland,2013,7303000
Everland,2012,6853000
Nagashima Spa Land,2017,5930000
Nagashima Spa Land,2016,5850000
Nagashima Spa Land,2015,5870000
Nagashima Spa Land,2014,5630000
Nagashima Spa Land,2013,5840000
Nagashima Spa Land,2012,5850000
Ocean Park,2017,5800000
Ocean Park,2016,5996000
Ocean Park,2015,7387000
Ocean Park,2014,7792000
Ocean Park,2013,7475000
Ocean Park,2012,7436000
Universal Studios Singapore,2017,4220000
Universal Studios Singapore,2016,4100000
Universal Studios Singapore,2015,4200000
Universal Studios Singapore,2014,3840000
Universal Studios Singapore,2013,3650000
Universal Studios Singapore,2012,3480000
Chimelong Paradise,2023,5580000
Chimelong Paradise,2022,2300000
Chimelong Paradise,2021,3890000
Chimelong Paradise,2020,2681000
Chimelong Paradise,2019,4905000
Chimelong Paradise,2018,4680000
Chimelong Paradise,2017,4181000
Chimelong Paradise,2016,3836000
Chimelong Paradise,2015,3619000
Chimelong Paradise,2014,3351000
Chimelong Paradise,2013,3200000
Chimelong Paradise,2012,2970000
Oct Window Of The World,2017,3980000
Oct Window Of The World,2016,3910000
Oct Window Of The World,2015,3440000
Oct Window Of The World,2014,3600000
Oct East,2017,3960000
Oct East,2016,3960000
Oct East,2015,3940000
Oct East,2014,3780000
Oct East,2013,3950000
Oct East,2012,4196000
Oct Happy Valley Beijing,2017,3950000
Oct Happy Valley Beijing,2016,3830000
Oct Happy Valley Beijing,2015,3740000
Oct Happy Valley Beijing,2014,3340000
Oct Happy Valley Beijing,2013,3100000
Oct Happy Valley Beijing,2012,3055000
Oct Happy Valley Shenzhen,2017,3900000
Oct Happy Valley Shenzhen,2016,3860000
Oct Happy Valley Shenzhen,2015,3250000
Oct Happy Valley Shenzhen,2014,3300000
Oct Happy Valley Shenzhen,2013,3280000
Oct Happy Valley Shenzhen,2012,3212000
Fantawild Oriental Heritage,2017,3827000
Fantawild Oriental Heritage,2016,3441000
Fantawild Oriental Heritage,2015,0
Fantawild Adventure,2017,3819000
Fantawild Adventure,2016,3509000
Fantawild Adventure,2015,2828000
Fantawild Adventure,2013,2204000
Oct Happy Valley Chengdu,2017,2970000
Oct Happy Valley Chengdu,2016,2550000
Oct Happy Valley Chengdu,2015,2590000
Oct Happy Valley Chengdu,2013,2560000
Oct Happy Valley Chengdu,2012,2445000
Oct Happy Valley Shanghai,2017,2640000
Oct Happy Valley Shanghai,2016,2390000
Oct Happy Valley Shanghai,2015,2340000
Oct Happy Valley Shanghai,2013,2270000
Chimelong Water Park,2023,2807000
Chimelong Water Park,2022,1620000
Chimelong Water Park,2021,2230000
Chimelong Water Park,2020,1512000
Chimelong Water Park,2019,3014000
Chimelong Water Park,2018,2740000
Chimelong Water Park,2017,2690000
Chimelong Water Park,2016,2538000
Chimelong Water Park,2015,2352000
Chimelong Water Park,2014,2259000
Chimelong Water Park,2013,2172000
Chimelong Water Park,2012,2021000
Caribbean Bay,2017,1380000
Caribbean Bay,2016,1430000
Caribbean Bay,2015,1434000
Caribbean Bay,2014,1493000
Caribbean Bay,2013,1623000
Caribbean Bay,2012,1508000
Ocean World,2017,1330000
Ocean World,2016,1473000
Ocean World,2015,1509000
Ocean World,2014,1604000
Ocean World,2013,1700000
Ocean World,2012,1720000
Sunway Lagoon,2017,1300000
Sunway Lagoon,2016,1270000
Sunway Lagoon,2015,1077000
Sunway Lagoon,2014,1100000
Sunway Lagoon,2013,1100000
Sunway Lagoon,2012,1200000
Kaifeng Yinji Water Park,2017,1300000
Kaifeng Yinji Water Park,2016,890000
Wuhu Fantawild Water Park,2017,1204000
Wuhu Fantawild Water Park,2016,1024000
Wuhu Fantawild Water Park,2015,708000
Wuhu Fantawild Water Park,2014,309000
Shenyang Royal Ocean Park — Water World,2017,1200000
Shenyang Royal Ocean Park — Water World,2016,1170000
Shenyang Royal Ocean Park — Water World,2015,1150000
Shenyang Royal Ocean Park — Water World,2014,1172000
Shenyang Royal Ocean Park — Water World,2013,1100000
Wet 'n' Wild Gold Coast,2017,1180000
Wet 'n' Wild Gold Coast,2016,1242000
Wet 'n' Wild Gold Coast,2015,1200000
Wet 'n' Wild Gold Coast,2014,1200000
Wet 'n' Wild Gold Coast,2013,1250000
Sunway Lost World Of Tambun,2017,1000000
Sunway Lost World Of Tambun,2016,1000000
Sunway Lost World Of Tambun,2015,859000
Sunway Lost World Of Tambun,2014,700000
Sunway Lost World Of Tambun,2013,500000
The Jungle Water Adventure,2017,910000
The Jungle Water Adventure,2016,815000
The Jungle Water Adventure,2015,571000
The Jungle Water Adventure,2013,880000
The Jungle Water Adventure,2012,951000
Zhengzhou Fantawild Water Park,2017,898000
Zhengzhou Fantawild Water Park,2016,802000
Zhengzhou Fantawild Water Park,2015,694000
Zhengzhou Fantawild Water Park,2014,220000
Playamaya Water Park,2017,890000
Playamaya Water Park,2016,870000
Playamaya Water Park,2015,630000
Playamaya Water Park,2014,540000
Playamaya Water Park,2012,0
Atlantis Water Adventure,2017,885000
Atlantis Water Adventure,2016,1110000
Atlantis Water Adventure,2015,970000
Atlantis Water Adventure,2014,960000
Atlantis Water Adventure,2013,980000
Atlantis Water Adventure,2012,1000000
Woongjin Playdoci Waterdoci,2017,881000
Woongjin Playdoci Waterdoci,2016,900000
Woongjin Playdoci Waterdoci,2015,898000
Woongjin Playdoci Waterdoci,2014,945000
Woongjin Playdoci Waterdoci,2013,997000
Woongjin Playdoci Waterdoci,2012,1003000
Summerland,2017,812000
Summerland,2016,862000
Summerland,2015,915000
Summerland,2014,884000
Summerland,2013,939000
Summerland,2012,990000
Lotte Water Park,2017,798000
Lotte Water Park,2016,779000
Lotte Water Park,2015,772000
Lotte Water Park,2014,0
Ocean Park Water Adventure,2017,722000
Ocean Park Water Adventure,2016,700000
Ocean Park Water Adventure,2015,804000
Ocean Park Water Adventure,2014,777000
Ocean Park Water Adventure,2013,800000
Ocean Park Water Adventure,2012,750000
Legoland Water Park,2017,700000
Legoland Water Park,2016,700000
Legoland Water Park,2015,700000
Legoland Water Park,2014,630000
Legoland Water Park,2013,0
Adventure Cove Water Park,2017,680000
Adventure Cove Water Park,2016,660000
Adventure Cove Water Park,2015,660000
Adventure Cove Water Park,2014,614000
Adventure Cove Water Park,2013,648000
Adventure Cove Water Park,2012,0
Efteling,2023,5560000
Efteling,2022,5430000
Efteling,2021,3300000
Efteling,2020,2900000
Efteling,2019,5260000
Efteling,2018,5400000
Efteling,2017,5180000
Efteling,2016,4764000
Efteling,2015,4680000
Efteling,2014,4400000
Efteling,2013,4150000
Efteling,2012,4200000
Efteling,2011,4125000
Efteling,2010,4000000
Efteling,2009,4000000
Efteling,2008,3200000
Efteling,2007,3200000
Efteling,2006,3200000
Puy Du Fou,2017,2260000
Puy Du Fou,2016,2220000
Puy Du Fou,2015,2050000
Puy Du Fou,2014,1912000
Puy Du Fou,2013,1740000
Puy Du Fou,2012,1600000
Grona Lund,2018,1676000
Grona Lund,2017,1690000
Grona Lund,2016,1510000
Grona Lund,2015,1461000
Grona Lund,2014,1311000
Grona Lund,2013,1500000
Grona Lund,2012,1408000
Aquaventure Water Park,2017,1350000
Aquaventure Water Park,2016,1430000
Aquaventure Water Park,2015,1400000
Aquaventure Water Park,2014,1400000
Aquaventure Water Park,2012,1300000
Therme Erding,2017,1320000
Therme Erding,2016,1245000
Therme Erding,2015,1235000
Therme Erding,2014,1000000
Aquapalace,2017,1215000
Aquapalace,2016,1023000
Aquapalace,2015,997000
Aquapalace,2014,845000
Siam Park,2017,1209000
Siam Park,2016,1063000
Siam Park,2015,865000
Siam Park,2014,850000
Tropical Islands,2017,1168000
Tropical Islands,2016,1133000
Tropical Islands,2015,1002000
Tropical Islands,2014,1000000
Nettebad,2017,744000
Nettebad,2016,729000
Nettebad,2015,744000
Nettebad,2014,660000
Tiki Pool,2017,700000
Tiki Pool,2016,700000
Tiki Pool,2014,700000
Wild Wadi,2017,697000
Wild Wadi,2016,730000
Wild Wadi,2015,715000
Wild Wadi,2014,725000
Lalandia,2017,680000
Lalandia,2016,692000
Lalandia,2015,680000
Lalandia,2014,680000
Yas Waterworld,2017,550000
Yas Waterworld,2016,600000
Yas Waterworld,2015,650000
Yas Waterworld,2014,675000
Wet 'n Wild,2015,1310000
Wet 'n Wild,2014,1284000
Wet 'n Wild,2013,1259000
Wet 'n Wild,2012,1247000
Six Flags-white Water,2015,541000
Six Flags-white Water,2014,510000
Six Flags-white Water,2013,505000
Six Flags-white Water,2012,505000
Six Flags-hurricane Harbor,2015,549000
Six Flags-hurricane Harbor,2014,523000
Six Flags-hurricane Harbor,2013,518000
Six Flags-hurricane Harbor,2012,508000
Splish-spash,2015,513000
Splish-spash,2014,421000
Splish-spash,2013,411000
Splish-spash,2012,435000
Hyland Hills Water World,2015,444000
Hyland Hills Water World,2014,527000
Hyland Hills Water World,2013,538000
Hyland Hills Water World,2012,538000
Raging Waters,2015,403000
Raging Waters,2014,429000
Raging Waters,2013,423000
Raging Waters,2012,448000
Wet 'n' Wild Sydney,2015,675000
Wet 'n' Wild Sydney,2014,710000
Duinrell Tiki Pool Wassenaar,2015,700000
Wet N' Wild Emerald Point,2014,398000
Wet N' Wild Emerald Point,2013,398000
Parque De La Costa,2014,1020000
Parque De La Costa,2012,1091000
Hangzhou Songcheng Park,2014,5810000
Songcheng Lijiang Romance Park,2014,1730000
Changzhou Dinosaur Park,2014,3700000
Changzhou Dinosaur Park,2013,3600000
Changzhou Dinosaur Park,2012,3400000
Songcheng Sanya Romance Park,2014,1930000
Jiuzhai Songcheng Resort,2014,1880000
Water Kingdom,2014,750000
Water Kingdom,2013,750000
Changde Happy Water World,2014,0
El Salitre MÁgico,2013,1054000
El Salitre MÁgico,2012,958000
Zoombezi Bay,2015,423000
Zoombezi Bay,2014,416000
Zoombezi Bay,2013,360000
Zoombezi Bay,2012,389000
Soak City Cedar Point,2013,379000
Soak City Cedar Point,2012,403000
Songcheng Park,2013,4200000
Songcheng Park,2012,3800000
Window Of The World,2013,3250000
Window Of The World,2012,3170000
Resom Spa Castle,2013,1189000
Resom Spa Castle,2012,1158000
Resom Ocean Castle,2013,685000
Resom Ocean Castle,2012,638000
Whitewater World,2013,506000
Playamaya Water Park Wuhan,2013,740000
Playamaya Water Park Shanghai,2013,570000
Disney’s Typhoon Lagoon At Disney World,2012,2100000
Disney’s Blizzard Beach At Disney World,2012,1929000
Wet 'n’ Wild,2012,1247000
Wet ‘n' Wild,2012,461000
Wet ‘n' Wild Emerald Point,2012,406000
Wet 'n’ Wild Orlando,2012,1247000
Wet ‘n' Wild Phoenix,2012,461000
Yokohama Hakkeijima Sea Paradise,2012,4050000
Zhenzhou Fantawild Adventure,2012,0
Seoulland,2012,2130000
Wet ‘n’ Wild Gold Coast,2012,1200000
Royal Hawaii Water Park,2012,1000000
Duinrell/attraktiepark,2012,1360000
Wet N Wild Gold Coast,2012,1200000
Shenyang Royal Hawaii Water Park,2012,1000000
Universal Studios Hollywood Universal City,2011,5141000
Canada's Wonderland Maple,2011,3481000
Tokyo Disneyland,2023,15100000
Tokyo Disneyland,2022,12000000
Tokyo Disneyland,2021,6300000
Tokyo Disneyland,2020,4160000
Tokyo Disneyland,2019,17910000
Tokyo Disneyland,2018,17907000
Tokyo Disneyland,2017,16600000
Tokyo Disneyland,2016,16540000
Tokyo Disneyland,2015,16600000
Tokyo Disneyland,2014,17300000
Tokyo Disneyland,2013,17214000
Tokyo Disneyland,2012,14847000
Tokyo Disneyland,2011,13683000
Tokyo Disneyland,2010,14452000
Tokyo Disneyland,2009,13646000
Tokyo Disneyland,2008,14293000
Tokyo Disneyland,2007,13906000
Tokyo Disneyland,2006,12900000
Tokyo DisneySea,2023,12400000
Tokyo DisneySea,2022,10100000
Tokyo DisneySea,2021,5800000
Tokyo DisneySea,2020,3400000
Tokyo DisneySea,2019,14650000
Tokyo DisneySea,2018,14651000
Tokyo DisneySea,2017,13500000
Tokyo DisneySea,2016,13460000
Tokyo DisneySea,2015,13600000
Tokyo DisneySea,2014,14100000
Tokyo DisneySea,2013,14084000
Tokyo DisneySea,2012,12656000
Tokyo DisneySea,2011,11664000
Tokyo DisneySea,2010,12663000
Tokyo DisneySea,2009,12004000
Tokyo DisneySea,2008,12498000
Tokyo DisneySea,2007,12413000
Tokyo DisneySea,2006,12100000
Legoland Deutschland,2023,1575000
Legoland Deutschland,2022,1700000
Legoland Deutschland,2021,900000
Legoland Deutschland,2020,750000
Legoland Deutschland,2019,1700000
Legoland Deutschland,2018,1650000
Legoland Deutschland,2017,2150000
Universal Studios Japan,2023,16000000
Universal Studios Japan,2022,12350000
Universal Studios Japan,2021,5500000
Universal Studios Japan,2020,4901000
Universal Studios Japan,2019,14500000
Universal Studios Japan,2018,14300000
Universal Studios Japan,2017,14935000
Universal Studios Japan,2016,14500000
Universal Studios Japan,2015,13900000
Universal Studios Japan,2014,11800000
Universal Studios Japan,2013,10100000
Universal Studios Japan,2012,9700000
Universal Studios Japan,2011,8500000
Universal Studios Japan,2010,8160000
Tivoli Gardens,2020,1628000
Tivoli Gardens,2019,4581000
Tivoli Gardens,2018,4850000
Tivoli Gardens,2017,4640000
Tivoli Gardens,2016,4640000
Tivoli Gardens,2015,4733000
Tivoli Gardens,2014,4478000
Tivoli Gardens,2013,4200000
Tivoli Gardens,2012,4033000
Futuroscope,2023,1975000
Futuroscope,2022,1920000
Futuroscope,2021,1100000
Futuroscope,2020,900000
Futuroscope,2019,1900000
Futuroscope,2018,1850000
Futuroscope,2017,2000000
Futuroscope,2016,1900000
Futuroscope,2015,1800000
Futuroscope,2014,1665000
Futuroscope,2013,1464000
Futuroscope,2012,1730000
Futuroscope,2011,1741000
Futuroscope,2010,1825000
Futuroscope,2009,1700000
Futuroscope,2008,1600000
Futuroscope,2007,1600000
Futuroscope,2006,1350000
"Six Flags Hurricane Harbor, Phoenix",2023,450000
"Six Flags Hurricane Harbor, Phoenix",2022,318000
"Six Flags Hurricane Harbor, Phoenix",2021,309000
"Six Flags Hurricane Harbor, Phoenix",2020,0
"Six Flags Hurricane Harbor, Phoenix",2019,441000
"Six Flags Hurricane Harbor, Phoenix",2018,450000
"Six Flags Hurricane Harbor, SplashTown",2022,343000
"Six Flags Hurricane Harbor, SplashTown",2021,333000
"Six Flags Hurricane Harbor, SplashTown",2020,0
"Six Flags Hurricane Harbor, SplashTown",2019,475000
"Six Flags Hurricane Harbor, SplashTown",2018,475000
"Six Flags Hurricane Harbor, SplashTown",2017,476000
"Six Flags Hurricane Harbor, SplashTown",2016,501000
"Six Flags Hurricane Harbor, SplashTown",2015,501000
"Six Flags Hurricane Harbor, SplashTown",2014,497000
Parque Warner Madrid,2023,2000000
Parque Warner Madrid,2022,1860000
Parque Warner Madrid,2021,1300000
Parque Warner Madrid,2020,450000
Parque Warner Madrid,2019,2232000
Parque Warner Madrid,2018,2185000
Parque Warner Madrid,2017,1840000
Parque Warner Madrid,2016,1800000
Parque Warner Madrid,2015,1641000
Parque Warner Madrid,2014,1460000
Parque Warner Madrid,2013,1160000
Aquatica San Antonio,2023,650000
Aquatica San Antonio,2022,631000
Aquatica San Antonio,2021,586000
Aquatica San Antonio,2020,263000
Aquatica San Antonio,2019,651000
Aquatica San Antonio,2018,645000
Aquatica San Antonio,2017,625000
Rulantica,2023,1200000
Rulantica,2022,900000
Beto Carrero World,2023,2792000
Beto Carrero World,2022,2327000
Beto Carrero World,2021,1895000
Beto Carrero World,2020,1252000
Beto Carrero World,2019,2241000
Beto Carrero World,2018,2200000
Beto Carrero World,2017,2122000
Beto Carrero World,2016,2080000
Beto Carrero World,2015,2000000
Beto Carrero World,2014,1818000
Beto Carrero World,2013,1530000
Beto Carrero World,2012,1500000
