name,year,month,avg_crowd_level
Disney California Adventure,2019,Jun,36
Disney California Adventure,2019,Jul,57
Disney California Adventure,2019,Aug,42
Disney California Adventure,2019,Sep,21
Disney California Adventure,2019,Oct,48
Disney California Adventure,2019,Nov,35
Disney California Adventure,2019,Dec,45
Disney California Adventure,2018,Jan,45
Disney California Adventure,2018,Feb,54
Disney California Adventure,2018,Mar,48
Disney California Adventure,2018,Apr,63
Disney California Adventure,2018,May,55
Disney California Adventure,2018,Jun,69
Disney California Adventure,2018,Jul,71
Disney California Adventure,2018,Aug,64
Disney California Adventure,2018,Sep,33
Disney California Adventure,2018,Oct,61
Disney California Adventure,2018,Nov,53
Disney California Adventure,2018,Dec,46
Disney California Adventure,2017,Jan,38
Disney California Adventure,2017,Feb,50
Disney California Adventure,2017,Mar,65
Disney California Adventure,2017,Apr,60
Disney California Adventure,2017,May,66
Disney California Adventure,2017,Jun,52
Disney California Adventure,2017,Jul,37
Disney California Adventure,2017,Aug,33
Disney California Adventure,2017,Sep,42
Disney California Adventure,2017,Oct,52
Disney California Adventure,2017,Nov,37
Disney California Adventure,2017,Dec,45
Disney California Adventure,2016,Jan,19
Disney California Adventure,2016,Feb,33
Disney California Adventure,2016,Mar,46
Disney California Adventure,2016,Apr,42
Disney California Adventure,2016,May,41
Disney California Adventure,2016,Jun,35
Disney California Adventure,2016,Jul,29
Disney California Adventure,2016,Aug,23
Disney California Adventure,2016,Sep,14
Disney California Adventure,2016,Oct,47
Disney California Adventure,2016,Nov,30
Disney California Adventure,2016,Dec,38
Disney California Adventure,2015,Jan,23
Disney California Adventure,2015,Feb,37
Disney California Adventure,2015,Mar,36
Disney California Adventure,2015,Apr,35
Disney California Adventure,2015,May,32
Disney California Adventure,2015,Jun,30
Disney California Adventure,2015,Jul,36
Disney California Adventure,2015,Aug,26
Disney California Adventure,2015,Sep,12
Disney California Adventure,2015,Oct,50
Disney California Adventure,2015,Nov,15
Disney California Adventure,2015,Dec,43
Disney California Adventure,2014,Jan,NA
Disney California Adventure,2014,Feb,NA
Disney California Adventure,2014,Mar,NA
Disney California Adventure,2014,Apr,NA
Disney California Adventure,2014,May,NA
Disney California Adventure,2014,Jun,NA
Disney California Adventure,2014,Jul,NA
Disney California Adventure,2014,Aug,NA
Disney California Adventure,2014,Sep,NA
Disney California Adventure,2014,Oct,10
Disney California Adventure,2014,Nov,13
Disney California Adventure,2014,Dec,27
Fårup Sommerland,2024,Jan,NA
Fårup Sommerland,2024,Feb,NA
Fårup Sommerland,2024,Mar,NA
Fårup Sommerland,2024,Apr,21
Fårup Sommerland,2024,May,46
Fårup Sommerland,2024,Jun,19
Fårup Sommerland,2024,Jul,48
Fårup Sommerland,2024,Aug,28
Fårup Sommerland,2024,Sep,51
Fårup Sommerland,2024,Oct,43
Fårup Sommerland,2024,Nov,NA
Fårup Sommerland,2024,Dec,NA
Fårup Sommerland,2023,Jan,NA
Fårup Sommerland,2023,Feb,NA
Fårup Sommerland,2023,Mar,NA
Fårup Sommerland,2023,Apr,43
Fårup Sommerland,2023,May,45
Fårup Sommerland,2023,Jun,30
Fårup Sommerland,2023,Jul,52
Fårup Sommerland,2023,Aug,36
Fårup Sommerland,2023,Sep,64
Fårup Sommerland,2023,Oct,36
Fårup Sommerland,2023,Nov,NA
Fårup Sommerland,2023,Dec,NA
Fårup Sommerland,2022,Jan,NA
Fårup Sommerland,2022,Feb,NA
Fårup Sommerland,2022,Mar,NA
Fårup Sommerland,2022,Apr,62
Fårup Sommerland,2022,May,60
Fårup Sommerland,2022,Jun,39
Fårup Sommerland,2022,Jul,71
Fårup Sommerland,2022,Aug,41
Fårup Sommerland,2022,Sep,53
Fårup Sommerland,2022,Oct,51
Fårup Sommerland,2022,Nov,NA
Fårup Sommerland,2022,Dec,NA
Fårup Sommerland,2021,Jan,NA
Fårup Sommerland,2021,Feb,NA
Fårup Sommerland,2021,Mar,NA
Fårup Sommerland,2021,Apr,80
Fårup Sommerland,2021,May,61
Fårup Sommerland,2021,Jun,50
Fårup Sommerland,2021,Jul,79
Fårup Sommerland,2021,Aug,40
Fårup Sommerland,2021,Sep,56
Fårup Sommerland,2021,Oct,76
Fårup Sommerland,2021,Nov,NA
Fårup Sommerland,2021,Dec,NA
Fårup Sommerland,2020,Jan,NA
Fårup Sommerland,2020,Feb,NA
Fårup Sommerland,2020,Mar,NA
Fårup Sommerland,2020,Apr,NA
Fårup Sommerland,2020,May,NA
Fårup Sommerland,2020,Jun,50
Fårup Sommerland,2020,Jul,74
Fårup Sommerland,2020,Aug,34
Fårup Sommerland,2020,Sep,15
Fårup Sommerland,2020,Oct,66
Fårup Sommerland,2020,Nov,NA
Fårup Sommerland,2020,Dec,NA
Fårup Sommerland,2019,Jan,NA
Fårup Sommerland,2019,Feb,NA
Fårup Sommerland,2019,Mar,NA
Fårup Sommerland,2019,Apr,NA
Fårup Sommerland,2019,May,NA
Fårup Sommerland,2019,Jun,44
Fårup Sommerland,2019,Jul,69
Fårup Sommerland,2019,Aug,51
Fårup Sommerland,2019,Sep,35
Fårup Sommerland,2019,Oct,50
Fårup Sommerland,2019,Nov,NA
Fårup Sommerland,2019,Dec,NA
Fårup Sommerland,2018,Jan,NA
Fårup Sommerland,2018,Feb,NA
Fårup Sommerland,2018,Mar,NA
Fårup Sommerland,2018,Apr,36
Fårup Sommerland,2018,May,52
Fårup Sommerland,2018,Jun,46
Fårup Sommerland,2018,Jul,79
Fårup Sommerland,2018,Aug,66
Fårup Sommerland,2018,Sep,53
Fårup Sommerland,2018,Oct,75
Fårup Sommerland,2018,Nov,NA
Fårup Sommerland,2018,Dec,NA
PortAventura Park,2025,Jan,82
PortAventura Park,2025,Feb,87
PortAventura Park,2025,Mar,35
PortAventura Park,2025,Apr,NA
PortAventura Park,2025,May,NA
PortAventura Park,2025,Jun,NA
PortAventura Park,2025,Jul,NA
PortAventura Park,2025,Aug,NA
PortAventura Park,2025,Sep,NA
PortAventura Park,2025,Oct,NA
PortAventura Park,2025,Nov,NA
PortAventura Park,2025,Dec,NA
PortAventura Park,2024,Jan,78
PortAventura Park,2024,Feb,NA
PortAventura Park,2024,Mar,31
PortAventura Park,2024,Apr,36
PortAventura Park,2024,May,44
PortAventura Park,2024,Jun,47
PortAventura Park,2024,Jul,42
PortAventura Park,2024,Aug,69
PortAventura Park,2024,Sep,44
PortAventura Park,2024,Oct,48
PortAventura Park,2024,Nov,21
PortAventura Park,2024,Dec,49
PortAventura Park,2023,Jan,80
PortAventura Park,2023,Feb,18
PortAventura Park,2023,Mar,49
PortAventura Park,2023,Apr,47
PortAventura Park,2023,May,NA
PortAventura Park,2023,Jun,NA
PortAventura Park,2023,Jul,NA
PortAventura Park,2023,Aug,54
PortAventura Park,2023,Sep,33
PortAventura Park,2023,Oct,39
PortAventura Park,2023,Nov,27
PortAventura Park,2023,Dec,41
PortAventura Park,2022,Jan,55
PortAventura Park,2022,Feb,NA
PortAventura Park,2022,Mar,NA
PortAventura Park,2022,Apr,58
PortAventura Park,2022,May,42
PortAventura Park,2022,Jun,57
PortAventura Park,2022,Jul,58
PortAventura Park,2022,Aug,59
PortAventura Park,2022,Sep,60
PortAventura Park,2022,Oct,62
PortAventura Park,2022,Nov,73
PortAventura Park,2022,Dec,72
PortAventura Park,2021,Jan,NA
PortAventura Park,2021,Feb,NA
PortAventura Park,2021,Mar,NA
PortAventura Park,2021,Apr,NA
PortAventura Park,2021,May,41
PortAventura Park,2021,Jun,80
PortAventura Park,2021,Jul,91
PortAventura Park,2021,Aug,94
PortAventura Park,2021,Sep,54
PortAventura Park,2021,Oct,52
PortAventura Park,2021,Nov,83
PortAventura Park,2021,Dec,28
PortAventura Park,2020,Jan,66
PortAventura Park,2020,Feb,NA
PortAventura Park,2020,Mar,NA
PortAventura Park,2020,Apr,NA
PortAventura Park,2020,May,NA
PortAventura Park,2020,Jun,NA
PortAventura Park,2020,Jul,9
PortAventura Park,2020,Aug,71
PortAventura Park,2020,Sep,38
PortAventura Park,2020,Oct,39
PortAventura Park,2020,Nov,NA
PortAventura Park,2020,Dec,NA
PortAventura Park,2019,Jan,NA
PortAventura Park,2019,Feb,NA
PortAventura Park,2019,Mar,NA
PortAventura Park,2019,Apr,NA
PortAventura Park,2019,May,NA
PortAventura Park,2019,Jun,57
PortAventura Park,2019,Jul,56
PortAventura Park,2019,Aug,77
PortAventura Park,2019,Sep,37
PortAventura Park,2019,Oct,36
PortAventura Park,2019,Nov,73
PortAventura Park,2019,Dec,46
Seaworld San Diego,2025,Jan,37
Seaworld San Diego,2025,Feb,36
Seaworld San Diego,2025,Mar,40
Seaworld San Diego,2025,Apr,NA
Seaworld San Diego,2025,May,NA
Seaworld San Diego,2025,Jun,NA
Seaworld San Diego,2025,Jul,NA
Seaworld San Diego,2025,Aug,NA
Seaworld San Diego,2025,Sep,NA
Seaworld San Diego,2025,Oct,NA
Seaworld San Diego,2025,Nov,NA
Seaworld San Diego,2025,Dec,NA
Seaworld San Diego,2024,Jan,31
Seaworld San Diego,2024,Feb,38
Seaworld San Diego,2024,Mar,54
Seaworld San Diego,2024,Apr,38
Seaworld San Diego,2024,May,43
Seaworld San Diego,2024,Jun,65
Seaworld San Diego,2024,Jul,83
Seaworld San Diego,2024,Aug,55
Seaworld San Diego,2024,Sep,34
Seaworld San Diego,2024,Oct,42
Seaworld San Diego,2024,Nov,49
Seaworld San Diego,2024,Dec,51
Seaworld San Diego,2023,Jan,32
Seaworld San Diego,2023,Feb,38
Seaworld San Diego,2023,Mar,41
Seaworld San Diego,2023,Apr,56
Seaworld San Diego,2023,May,39
Seaworld San Diego,2023,Jun,68
Seaworld San Diego,2023,Jul,80
Seaworld San Diego,2023,Aug,49
Seaworld San Diego,2023,Sep,33
Seaworld San Diego,2023,Oct,39
Seaworld San Diego,2023,Nov,39
Seaworld San Diego,2023,Dec,42
Seaworld San Diego,2022,Jan,47
Seaworld San Diego,2022,Feb,50
Seaworld San Diego,2022,Mar,62
Seaworld San Diego,2022,Apr,60
Seaworld San Diego,2022,May,45
Seaworld San Diego,2022,Jun,65
Seaworld San Diego,2022,Jul,84
Seaworld San Diego,2022,Aug,57
Seaworld San Diego,2022,Sep,35
Seaworld San Diego,2022,Oct,48
Seaworld San Diego,2022,Nov,41
Seaworld San Diego,2022,Dec,47
Seaworld San Diego,2021,Jan,NA
Seaworld San Diego,2021,Feb,NA
Seaworld San Diego,2021,Mar,NA
Seaworld San Diego,2021,Apr,NA
Seaworld San Diego,2021,May,NA
Seaworld San Diego,2021,Jun,NA
Seaworld San Diego,2021,Jul,NA
Seaworld San Diego,2021,Aug,59
Seaworld San Diego,2021,Sep,46
Seaworld San Diego,2021,Oct,51
Seaworld San Diego,2021,Nov,48
Seaworld San Diego,2021,Dec,49
Seaworld Orlando,2025,Jan,42
Seaworld Orlando,2025,Feb,34
Seaworld Orlando,2025,Mar,32
Seaworld Orlando,2025,Apr,NA
Seaworld Orlando,2025,May,NA
Seaworld Orlando,2025,Jun,NA
Seaworld Orlando,2025,Jul,NA
Seaworld Orlando,2025,Aug,NA
Seaworld Orlando,2025,Sep,NA
Seaworld Orlando,2025,Oct,NA
Seaworld Orlando,2025,Nov,NA
Seaworld Orlando,2025,Dec,NA
Seaworld Orlando,2024,Jan,43
Seaworld Orlando,2024,Feb,31
Seaworld Orlando,2024,Mar,53
Seaworld Orlando,2024,Apr,45
Seaworld Orlando,2024,May,58
Seaworld Orlando,2024,Jun,64
Seaworld Orlando,2024,Jul,80
Seaworld Orlando,2024,Aug,36
Seaworld Orlando,2024,Sep,28
Seaworld Orlando,2024,Oct,25
Seaworld Orlando,2024,Nov,35
Seaworld Orlando,2024,Dec,39
Seaworld Orlando,2023,Jan,58
Seaworld Orlando,2023,Feb,55
Seaworld Orlando,2023,Mar,61
Seaworld Orlando,2023,Apr,77
Seaworld Orlando,2023,May,77
Seaworld Orlando,2023,Jun,74
Seaworld Orlando,2023,Jul,91
Seaworld Orlando,2023,Aug,47
Seaworld Orlando,2023,Sep,40
Seaworld Orlando,2023,Oct,47
Seaworld Orlando,2023,Nov,30
Seaworld Orlando,2023,Dec,48
Seaworld Orlando,2022,Jan,31
Seaworld Orlando,2022,Feb,50
Seaworld Orlando,2022,Mar,62
Seaworld Orlando,2022,Apr,61
Seaworld Orlando,2022,May,47
Seaworld Orlando,2022,Jun,67
Seaworld Orlando,2022,Jul,81
Seaworld Orlando,2022,Aug,54
Seaworld Orlando,2022,Sep,31
Seaworld Orlando,2022,Oct,32
Seaworld Orlando,2022,Nov,28
Seaworld Orlando,2022,Dec,60
Seaworld Orlando,2021,Jan,NA
Seaworld Orlando,2021,Feb,NA
Seaworld Orlando,2021,Mar,NA
Seaworld Orlando,2021,Apr,NA
Seaworld Orlando,2021,May,NA
Seaworld Orlando,2021,Jun,NA
Seaworld Orlando,2021,Jul,NA
Seaworld Orlando,2021,Aug,43
Seaworld Orlando,2021,Sep,39
Seaworld Orlando,2021,Oct,62
Seaworld Orlando,2021,Nov,41
Seaworld Orlando,2021,Dec,37
Seaworld Orlando,2020,Jan,43
Seaworld Orlando,2020,Feb,41
Seaworld Orlando,2020,Mar,36
Seaworld Orlando,2020,Apr,NA
Seaworld Orlando,2020,May,NA
Seaworld Orlando,2020,Jun,69
Seaworld Orlando,2020,Jul,52
Seaworld Orlando,2020,Aug,65
Seaworld Orlando,2020,Sep,NA
Seaworld Orlando,2020,Oct,NA
Seaworld Orlando,2020,Nov,NA
Seaworld Orlando,2020,Dec,NA
Seaworld Orlando,2019,Jan,44
Seaworld Orlando,2019,Feb,36
Seaworld Orlando,2019,Mar,48
Seaworld Orlando,2019,Apr,50
Seaworld Orlando,2019,May,51
Seaworld Orlando,2019,Jun,57
Seaworld Orlando,2019,Jul,77
Seaworld Orlando,2019,Aug,50
Seaworld Orlando,2019,Sep,29
Seaworld Orlando,2019,Oct,35
Seaworld Orlando,2019,Nov,36
Seaworld Orlando,2019,Dec,47
Seaworld Orlando,2018,Jan,46
Seaworld Orlando,2018,Feb,NA
Seaworld Orlando,2018,Mar,NA
Seaworld Orlando,2018,Apr,NA
Seaworld Orlando,2018,May,NA
Seaworld Orlando,2018,Jun,NA
Seaworld Orlando,2018,Jul,72
Seaworld Orlando,2018,Aug,45
Seaworld Orlando,2018,Sep,39
Seaworld Orlando,2018,Oct,38
Seaworld Orlando,2018,Nov,27
Seaworld Orlando,2018,Dec,43
Seaworld Orlando,2017,Jan,38
Seaworld Orlando,2017,Feb,23
Seaworld Orlando,2017,Mar,32
Seaworld Orlando,2017,Apr,56
Seaworld Orlando,2017,May,52
Seaworld Orlando,2017,Jun,50
Seaworld Orlando,2017,Jul,71
Seaworld Orlando,2017,Aug,51
Seaworld Orlando,2017,Sep,46
Seaworld Orlando,2017,Oct,37
Seaworld Orlando,2017,Nov,27
Seaworld Orlando,2017,Dec,46
Seaworld Orlando,2016,Jan,32
Seaworld Orlando,2016,Feb,26
Seaworld Orlando,2016,Mar,42
Seaworld Orlando,2016,Apr,45
Seaworld Orlando,2016,May,62
Seaworld Orlando,2016,Jun,61
Seaworld Orlando,2016,Jul,82
Seaworld Orlando,2016,Aug,64
Seaworld Orlando,2016,Sep,45
Seaworld Orlando,2016,Oct,37
Seaworld Orlando,2016,Nov,29
Seaworld Orlando,2016,Dec,46
Seaworld Orlando,2015,Jan,NA
Seaworld Orlando,2015,Feb,NA
Seaworld Orlando,2015,Mar,94
Seaworld Orlando,2015,Apr,56
Seaworld Orlando,2015,May,62
Seaworld Orlando,2015,Jun,74
Seaworld Orlando,2015,Jul,80
Seaworld Orlando,2015,Aug,66
Seaworld Orlando,2015,Sep,42
Seaworld Orlando,2015,Oct,47
Seaworld Orlando,2015,Nov,16
Seaworld Orlando,2015,Dec,68
Seaworld San Antonio,2025,Jan,68
Seaworld San Antonio,2025,Feb,23
Seaworld San Antonio,2025,Mar,64
Seaworld San Antonio,2025,Apr,NA
Seaworld San Antonio,2025,May,NA
Seaworld San Antonio,2025,Jun,NA
Seaworld San Antonio,2025,Jul,NA
Seaworld San Antonio,2025,Aug,NA
Seaworld San Antonio,2025,Sep,NA
Seaworld San Antonio,2025,Oct,NA
Seaworld San Antonio,2025,Nov,NA
Seaworld San Antonio,2025,Dec,NA
Seaworld San Antonio,2024,Jan,22
Seaworld San Antonio,2024,Feb,24
Seaworld San Antonio,2024,Mar,65
Seaworld San Antonio,2024,Apr,43
Seaworld San Antonio,2024,May,42
Seaworld San Antonio,2024,Jun,41
Seaworld San Antonio,2024,Jul,64
Seaworld San Antonio,2024,Aug,41
Seaworld San Antonio,2024,Sep,29
Seaworld San Antonio,2024,Oct,57
Seaworld San Antonio,2024,Nov,50
Seaworld San Antonio,2024,Dec,47
Seaworld San Antonio,2023,Jan,50
Seaworld San Antonio,2023,Feb,46
Seaworld San Antonio,2023,Mar,50
Seaworld San Antonio,2023,Apr,53
Seaworld San Antonio,2023,May,50
Seaworld San Antonio,2023,Jun,43
Seaworld San Antonio,2023,Jul,66
Seaworld San Antonio,2023,Aug,30
Seaworld San Antonio,2023,Sep,37
Seaworld San Antonio,2023,Oct,51
Seaworld San Antonio,2023,Nov,36
Seaworld San Antonio,2023,Dec,47
Seaworld San Antonio,2022,Jan,49
Seaworld San Antonio,2022,Feb,48
Seaworld San Antonio,2022,Mar,68
Seaworld San Antonio,2022,Apr,60
Seaworld San Antonio,2022,May,52
Seaworld San Antonio,2022,Jun,43
Seaworld San Antonio,2022,Jul,62
Seaworld San Antonio,2022,Aug,57
Seaworld San Antonio,2022,Sep,51
Seaworld San Antonio,2022,Oct,48
Seaworld San Antonio,2022,Nov,28
Seaworld San Antonio,2022,Dec,52
Seaworld San Antonio,2021,Jan,NA
Seaworld San Antonio,2021,Feb,NA
Seaworld San Antonio,2021,Mar,NA
Seaworld San Antonio,2021,Apr,NA
Seaworld San Antonio,2021,May,NA
Seaworld San Antonio,2021,Jun,NA
Seaworld San Antonio,2021,Jul,NA
Seaworld San Antonio,2021,Aug,22
Seaworld San Antonio,2021,Sep,22
Seaworld San Antonio,2021,Oct,47
Seaworld San Antonio,2021,Nov,62
Seaworld San Antonio,2021,Dec,65
Busch Gardens Williamsburg,2025,Jan,29
Busch Gardens Williamsburg,2025,Feb,8
Busch Gardens Williamsburg,2025,Mar,40
Busch Gardens Williamsburg,2025,Apr,NA
Busch Gardens Williamsburg,2025,May,NA
Busch Gardens Williamsburg,2025,Jun,NA
Busch Gardens Williamsburg,2025,Jul,NA
Busch Gardens Williamsburg,2025,Aug,NA
Busch Gardens Williamsburg,2025,Sep,NA
Busch Gardens Williamsburg,2025,Oct,NA
Busch Gardens Williamsburg,2025,Nov,NA
Busch Gardens Williamsburg,2025,Dec,NA
Busch Gardens Williamsburg,2024,Jan,16
Busch Gardens Williamsburg,2024,Feb,46
Busch Gardens Williamsburg,2024,Mar,41
Busch Gardens Williamsburg,2024,Apr,42
Busch Gardens Williamsburg,2024,May,50
Busch Gardens Williamsburg,2024,Jun,45
Busch Gardens Williamsburg,2024,Jul,49
Busch Gardens Williamsburg,2024,Aug,45
Busch Gardens Williamsburg,2024,Sep,43
Busch Gardens Williamsburg,2024,Oct,55
Busch Gardens Williamsburg,2024,Nov,50
Busch Gardens Williamsburg,2024,Dec,49
Busch Gardens Williamsburg,2023,Jan,44
Busch Gardens Williamsburg,2023,Feb,20
Busch Gardens Williamsburg,2023,Mar,20
Busch Gardens Williamsburg,2023,Apr,47
Busch Gardens Williamsburg,2023,May,47
Busch Gardens Williamsburg,2023,Jun,39
Busch Gardens Williamsburg,2023,Jul,45
Busch Gardens Williamsburg,2023,Aug,38
Busch Gardens Williamsburg,2023,Sep,48
Busch Gardens Williamsburg,2023,Oct,48
Busch Gardens Williamsburg,2023,Nov,43
Busch Gardens Williamsburg,2023,Dec,47
Busch Gardens Williamsburg,2022,Jan,NA
Busch Gardens Williamsburg,2022,Feb,NA
Busch Gardens Williamsburg,2022,Mar,NA
Busch Gardens Williamsburg,2022,Apr,NA
Busch Gardens Williamsburg,2022,May,8
Busch Gardens Williamsburg,2022,Jun,NA
Busch Gardens Williamsburg,2022,Jul,55
Busch Gardens Williamsburg,2022,Aug,74
Busch Gardens Williamsburg,2022,Sep,58
Busch Gardens Williamsburg,2022,Oct,69
Busch Gardens Williamsburg,2022,Nov,46
Busch Gardens Williamsburg,2022,Dec,45
Busch Gardens Williamsburg,2021,Jan,NA
Busch Gardens Williamsburg,2021,Feb,NA
Busch Gardens Williamsburg,2021,Mar,NA
Busch Gardens Williamsburg,2021,Apr,NA
Busch Gardens Williamsburg,2021,May,NA
Busch Gardens Williamsburg,2021,Jun,NA
Busch Gardens Williamsburg,2021,Jul,NA
Busch Gardens Williamsburg,2021,Aug,NA
Busch Gardens Williamsburg,2021,Sep,NA
Busch Gardens Williamsburg,2021,Oct,NA
Busch Gardens Williamsburg,2021,Nov,NA
Busch Gardens Williamsburg,2021,Dec,NA
Busch Gardens Williamsburg,2020,Jan,58
Busch Gardens Williamsburg,2020,Feb,NA
Busch Gardens Williamsburg,2020,Mar,NA
Busch Gardens Williamsburg,2020,Apr,NA
Busch Gardens Williamsburg,2020,May,NA
Busch Gardens Williamsburg,2020,Jun,NA
Busch Gardens Williamsburg,2020,Jul,NA
Busch Gardens Williamsburg,2020,Aug,NA
Busch Gardens Williamsburg,2020,Sep,NA
Busch Gardens Williamsburg,2020,Oct,NA
Busch Gardens Williamsburg,2020,Nov,NA
Busch Gardens Williamsburg,2020,Dec,NA
Busch Gardens Williamsburg,2019,Jan,NA
Busch Gardens Williamsburg,2019,Feb,NA
Busch Gardens Williamsburg,2019,Mar,NA
Busch Gardens Williamsburg,2019,Apr,70
Busch Gardens Williamsburg,2019,May,49
Busch Gardens Williamsburg,2019,Jun,58
Busch Gardens Williamsburg,2019,Jul,58
Busch Gardens Williamsburg,2019,Aug,58
Busch Gardens Williamsburg,2019,Sep,48
Busch Gardens Williamsburg,2019,Oct,81
Busch Gardens Williamsburg,2019,Nov,NA
Busch Gardens Williamsburg,2019,Dec,65
Busch Gardens Tampa,2025,Jan,48
Busch Gardens Tampa,2025,Feb,44
Busch Gardens Tampa,2025,Mar,51
Busch Gardens Tampa,2025,Apr,NA
Busch Gardens Tampa,2025,May,NA
Busch Gardens Tampa,2025,Jun,NA
Busch Gardens Tampa,2025,Jul,NA
Busch Gardens Tampa,2025,Aug,NA
Busch Gardens Tampa,2025,Sep,NA
Busch Gardens Tampa,2025,Oct,NA
Busch Gardens Tampa,2025,Nov,NA
Busch Gardens Tampa,2025,Dec,NA
Busch Gardens Tampa,2024,Jan,44
Busch Gardens Tampa,2024,Feb,36
Busch Gardens Tampa,2024,Mar,66
Busch Gardens Tampa,2024,Apr,46
Busch Gardens Tampa,2024,May,47
Busch Gardens Tampa,2024,Jun,51
Busch Gardens Tampa,2024,Jul,77
Busch Gardens Tampa,2024,Aug,38
Busch Gardens Tampa,2024,Sep,29
Busch Gardens Tampa,2024,Oct,29
Busch Gardens Tampa,2024,Nov,45
Busch Gardens Tampa,2024,Dec,52
Busch Gardens Tampa,2023,Jan,46
Busch Gardens Tampa,2023,Feb,39
Busch Gardens Tampa,2023,Mar,47
Busch Gardens Tampa,2023,Apr,48
Busch Gardens Tampa,2023,May,40
Busch Gardens Tampa,2023,Jun,57
Busch Gardens Tampa,2023,Jul,82
Busch Gardens Tampa,2023,Aug,40
Busch Gardens Tampa,2023,Sep,21
Busch Gardens Tampa,2023,Oct,30
Busch Gardens Tampa,2023,Nov,34
Busch Gardens Tampa,2023,Dec,47
Busch Gardens Tampa,2022,Jan,38
Busch Gardens Tampa,2022,Feb,50
Busch Gardens Tampa,2022,Mar,59
Busch Gardens Tampa,2022,Apr,55
Busch Gardens Tampa,2022,May,48
Busch Gardens Tampa,2022,Jun,58
Busch Gardens Tampa,2022,Jul,78
Busch Gardens Tampa,2022,Aug,51
Busch Gardens Tampa,2022,Sep,22
Busch Gardens Tampa,2022,Oct,34
Busch Gardens Tampa,2022,Nov,31
Busch Gardens Tampa,2022,Dec,54
Busch Gardens Tampa,2021,Jan,67
Busch Gardens Tampa,2021,Feb,54
Busch Gardens Tampa,2021,Mar,80
Busch Gardens Tampa,2021,Apr,65
Busch Gardens Tampa,2021,May,58
Busch Gardens Tampa,2021,Jun,85
Busch Gardens Tampa,2021,Jul,84
Busch Gardens Tampa,2021,Aug,36
Busch Gardens Tampa,2021,Sep,21
Busch Gardens Tampa,2021,Oct,35
Busch Gardens Tampa,2021,Nov,46
Busch Gardens Tampa,2021,Dec,65
Busch Gardens Tampa,2020,Jan,50
Busch Gardens Tampa,2020,Feb,47
Busch Gardens Tampa,2020,Mar,38
Busch Gardens Tampa,2020,Apr,NA
Busch Gardens Tampa,2020,May,NA
Busch Gardens Tampa,2020,Jun,74
Busch Gardens Tampa,2020,Jul,40
Busch Gardens Tampa,2020,Aug,44
Busch Gardens Tampa,2020,Sep,32
Busch Gardens Tampa,2020,Oct,36
Busch Gardens Tampa,2020,Nov,50
Busch Gardens Tampa,2020,Dec,71
Busch Gardens Tampa,2019,Jan,41
Busch Gardens Tampa,2019,Feb,35
Busch Gardens Tampa,2019,Mar,65
Busch Gardens Tampa,2019,Apr,46
Busch Gardens Tampa,2019,May,55
Busch Gardens Tampa,2019,Jun,53
Busch Gardens Tampa,2019,Jul,77
Busch Gardens Tampa,2019,Aug,47
Busch Gardens Tampa,2019,Sep,20
Busch Gardens Tampa,2019,Oct,27
Busch Gardens Tampa,2019,Nov,44
Busch Gardens Tampa,2019,Dec,51
Busch Gardens Tampa,2018,Jan,50
Busch Gardens Tampa,2018,Feb,NA
Busch Gardens Tampa,2018,Mar,NA
Busch Gardens Tampa,2018,Apr,NA
Busch Gardens Tampa,2018,May,NA
Busch Gardens Tampa,2018,Jun,NA
Busch Gardens Tampa,2018,Jul,NA
Busch Gardens Tampa,2018,Aug,NA
Busch Gardens Tampa,2018,Sep,NA
Busch Gardens Tampa,2018,Oct,NA
Busch Gardens Tampa,2018,Nov,44
Busch Gardens Tampa,2018,Dec,49
Busch Gardens Tampa,2017,Jan,42
Busch Gardens Tampa,2017,Feb,42
Busch Gardens Tampa,2017,Mar,52
Busch Gardens Tampa,2017,Apr,53
Busch Gardens Tampa,2017,May,56
Busch Gardens Tampa,2017,Jun,46
Busch Gardens Tampa,2017,Jul,60
Busch Gardens Tampa,2017,Aug,50
Busch Gardens Tampa,2017,Sep,48
Busch Gardens Tampa,2017,Oct,60
Busch Gardens Tampa,2017,Nov,46
Busch Gardens Tampa,2017,Dec,46
Busch Gardens Tampa,2016,Jan,43
Busch Gardens Tampa,2016,Feb,45
Busch Gardens Tampa,2016,Mar,54
Busch Gardens Tampa,2016,Apr,50
Busch Gardens Tampa,2016,May,54
Busch Gardens Tampa,2016,Jun,49
Busch Gardens Tampa,2016,Jul,61
Busch Gardens Tampa,2016,Aug,52
Busch Gardens Tampa,2016,Sep,40
Busch Gardens Tampa,2016,Oct,45
Busch Gardens Tampa,2016,Nov,42
Busch Gardens Tampa,2016,Dec,51
Busch Gardens Tampa,2015,Jan,NA
Busch Gardens Tampa,2015,Feb,NA
Busch Gardens Tampa,2015,Mar,78
Busch Gardens Tampa,2015,Apr,49
Busch Gardens Tampa,2015,May,53
Busch Gardens Tampa,2015,Jun,61
Busch Gardens Tampa,2015,Jul,72
Busch Gardens Tampa,2015,Aug,64
Busch Gardens Tampa,2015,Sep,35
Busch Gardens Tampa,2015,Oct,58
Busch Gardens Tampa,2015,Nov,NA
Busch Gardens Tampa,2015,Dec,69
Heide Park,2024,Jan,NA
Heide Park,2024,Feb,NA
Heide Park,2024,Mar,37
Heide Park,2024,Apr,17
Heide Park,2024,May,31
Heide Park,2024,Jun,25
Heide Park,2024,Jul,47
